Index,Indx Code,Grp,Short Desc,Orig,Size1,Size2,Desc,Size1 Dec,Size2 Dec
38,0,,,.5" S/10S A312-TP316/316L SEAMLESS PIPE,.5",,S/10S A312-TP316/316L SEAMLESS PIPE,0.5,0
39,0,,,.5" S/160 BORE A106B SMLS CS PIPE,.5",,S/160 BORE A106B SMLS CS PIPE,0.5,0
40,0,,,.5" S/40S A312-TP304/304L SEAMLESS PIPE,.5",,S/40S A312-TP304/304L SEAMLESS PIPE,0.5,0
41,0,,,.5" S/80 BORE 304/304L SS PIPE,.5",,S/80 BORE 304/304L SS PIPE,0.5,0
42,0,,,.5" S/80 BORE A106B SMLS CS PIPE,.5",,S/80 BORE A106B SMLS CS PIPE,0.5,0
43,0,,,.5" S/80s A312-TP316/316L SS PIPE,.5",,S/80s A312-TP316/316L SS PIPE,0.5,0
44,0,,,.5" SOLID ROUND PLUG A182-F316/316L SS (PE),.5",,SOLID ROUND PLUG A182-F316/316L SS (PE),0.5,0
45,0,,,.5" SOLID ROUND PLUG A182-F316/316L SS (THRD),.5",,SOLID ROUND PLUG A182-F316/316L SS (THRD),0.5,0
46,0,,,.5" SOLID STEEL SCREWED PLUG A105 CS,.5",,SOLID STEEL SCREWED PLUG A105 CS,0.5,0
47,0,,,.5" SW BAR STOCK PLUG A105 CS,.5",,SW BAR STOCK PLUG A105 CS,0.5,0
48,0,,,.5" SW ROUND HEAD PLUG A105 CS ,.5",,SW ROUND HEAD PLUG A105 CS,0.5,0
49,0,,,.5" SW ROUND PLUG A105 CS,.5",,SW ROUND PLUG A105 CS,0.5,0
50,0,,,.5" SW ROUND PLUG A105 KILLED CS,.5",,SW ROUND PLUG A105 KILLED CS,0.5,0
51,0,,,.5" THRD BALL VALVE ,.5",,THRD BALL VALVE,0.5,0
52,0,,,.5" THRD PRESSURE INDICATOR 0-300 PSI ASHCROFT 631008-S-L-04-B-XLL 300#,.5",,THRD PRESSURE INDICATOR 0-300 PSI ASHCROFT 631008-S-L-04-B-XLL 300#,0.5,0
53,0,,,.5" THRD ROUND HEAD PLUG ALLOY C276-B462-N10276,.5",,THRD ROUND HEAD PLUG ALLOY C276-B462-N10276,0.5,0
54,0,,,.5" THRD ROUND PLUG 316 SS,.5",,THRD ROUND PLUG 316 SS,0.5,0
55,0,,,.5" THRD ROUND PLUG A105 KILLED CS,.5",,THRD ROUND PLUG A105 KILLED CS,0.5,0
56,0,,,.5" THRD ROUND PLUG A182-F316SS,.5",,THRD ROUND PLUG A182-F316SS,0.5,0
57,0,,,.5" THRD ROUND PLUG A316/316L SS,.5",,THRD ROUND PLUG A316/316L SS,0.5,0
58,0,,,.5" THRD ROUND PLUG NITRONIC 60 A276 WITH LANYARD,.5",,THRD ROUND PLUG NITRONIC 60 A276 WITH LANYARD,0.5,0
59,0,,,.5" THRD ROUND PLUG NITRONIC 60 WITH LANYARD,.5",,THRD ROUND PLUG NITRONIC 60 WITH LANYARD,0.5,0
60,0,,,.5" TUBING .049" WALL WELDED OR SEAMLESS TP/316/316L ASTM 269,.5",,TUBING .049" WALL WELDED OR SEAMLESS TP/316/316L ASTM 269,0.5,0
61,0,,,.5" TUBING PLUG 316 SS (SWAGELOCK # SS-810-P OR EQ),.5",,TUBING PLUG 316 SS (SWAGELOCK # SS-810-P OR EQ),0.5,0
62,0,,,.5" TUBING x .5" NPT UNION  (PARKER # 8MSC8N-316 OR EQ),.5",,TUBING x .5" NPT UNION  (PARKER # 8MSC8N-316 OR EQ),0.5,0
63,0,,,.5" x 2" LONG PLUG A105 CS ,.5",2",LONG PLUG A105 CS,0.5,2
64,0,,,.5" x 2.5" LONG A193-B7 STUD W/2 HH A194-2H NUTS ,.5",2.5",LONG A193-B7 STUD W/2 HH A194-2H NUTS,0.5,2.5
65,0,,,.5" x 2.5" LONG PLUG A105 CS ,.5",2.5",LONG PLUG A105 CS,0.5,2.5
66,0,,,.5" x 2.75" LONG A193-B7 STUD W/2HH NUTS A194-2H,.5",2.75",LONG A193-B7 STUD W/2HH NUTS A194-2H,0.5,2.75
67,0,,,.5" x 3" LONG 316/316L SS NIPPLE S/80 BORE (TBE),.5",3",LONG 316/316L SS NIPPLE S/80 BORE (TBE),0.5,3
68,0,,,.5" x 3" LONG A193-B7 STUD W/2HH NUTS A194-2H,.5",3",LONG A193-B7 STUD W/2HH NUTS A194-2H,0.5,3
69,0,,,.5" x 3" LONG NIPPLE A312-TP316/316L SS DUAL MARKED (TBE),.5",3",LONG NIPPLE A312-TP316/316L SS DUAL MARKED (TBE),0.5,3
70,0,,,.5" x 3" LONG NIPPLE S/160 BORE A106B /A733 SEAMLESS (PBE),.5",3",LONG NIPPLE S/160 BORE A106B /A733 SEAMLESS (PBE),0.5,3
71,0,,,.5" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS  (PBE),.5",3",LONG NIPPLE S/160 BORE A106B SMLS CS  (PBE),0.5,3
72,0,,,.5" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),.5",3",LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),0.5,3
73,0,,,.5" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),.5",3",LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),0.5,3
74,0,,,.5" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (TBE),.5",3",LONG NIPPLE S/160 BORE A106B SMLS CS (TBE),0.5,3
75,0,,,.5" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS A733 (PBE),.5",3",LONG NIPPLE S/160 BORE A106B SMLS CS A733 (PBE),0.5,3
76,0,,,.5" x 3" LONG NIPPLE S/160 BORE A106B SMLS KILLED CS (POExTOE),.5",3",LONG NIPPLE S/160 BORE A106B SMLS KILLED CS (POExTOE),0.5,3
77,0,,,.5" x 3" LONG NIPPLE S/80s A312-TP304/304L SS SEAMLESS (PBE),.5",3",LONG NIPPLE S/80s A312-TP304/304L SS SEAMLESS (PBE),0.5,3
78,0,,,.5" x 3" LONG NIPPLE S/80s A312-TP316/316L SS (PBE),.5",3",LONG NIPPLE S/80s A312-TP316/316L SS (PBE),0.5,3
79,0,,,.5" x 3" LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (TBE),.5",3",LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (TBE),0.5,3
80,0,,,.5" x 3" LONG NIPPLE S/XXS A106B SMLS CS (TBE),.5",3",LONG NIPPLE S/XXS A106B SMLS CS (TBE),0.5,3
81,0,,,.5" x 3" LONG NIPPLE S/XXS BORE A106B SMLS CS (PBE),.5",3",LONG NIPPLE S/XXS BORE A106B SMLS CS (PBE),0.5,3
82,0,,,.5" x 3" LONG THRD BAR STOCK PLUG A105 CS,.5",3",LONG THRD BAR STOCK PLUG A105 CS,0.5,3
83,0,,,.5" x 4" LONG NIPPLE S/80s A312-TP304/304L SS 100% X-RAY (PBE),.5",4",LONG NIPPLE S/80s A312-TP304/304L SS 100% X-RAY (PBE),0.5,4
84,0,,,.5" x 6" LONG NIPPLE S/160 BORE A106B SMLS CS  (PBE),.5",6",LONG NIPPLE S/160 BORE A106B SMLS CS  (PBE),0.5,6
85,0,,,.5" x 6" LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),.5",6",LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),0.5,6
86,0,,,.5" x 6" LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),.5",6",LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),0.5,6
87,0,,,.5" x 6" LONG NIPPLE S/160 BORE A106B SMLS CS (TBE),.5",6",LONG NIPPLE S/160 BORE A106B SMLS CS (TBE),0.5,6
88,0,,,.5" x 6" LONG NIPPLE S/80s A312-TP304/304L SS SEAMLESS (PBE),.5",6",LONG NIPPLE S/80s A312-TP304/304L SS SEAMLESS (PBE),0.5,6
89,0,,,.5" x 6" LONG NIPPLE S/80s A312-TP316/316L SS (PBE),.5",6",LONG NIPPLE S/80s A312-TP316/316L SS (PBE),0.5,6
90,0,,,.5" x 6" LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (TBE),.5",6",LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (TBE),0.5,6
91,0,,,.5" x 6" WIDE ALLOY C276 FLAT BAR,.5",6",WIDE ALLOY C276 FLAT BAR,0.5,6
92,0,,,.5" x 7.5" LONG NIPPLE S/40 A312-TP316/316L SS DUAL MARKED (TBE),.5",7.5",LONG NIPPLE S/40 A312-TP316/316L SS DUAL MARKED (TBE),0.5,7.5
93,0,,,.5" x 8" WIDE ALLOY C276 FLAT BAR,.5",8",WIDE ALLOY C276 FLAT BAR,0.5,8
94,0,,,.5", NPT, BALL VALVE, 316SS, ,.5",,, NPT, BALL VALVE, 316SS,,0.5,0
95,0,,,.5", ROUND HEAD THREADED PLUG A182-F304/304L SS,.5",,, ROUND HEAD THREADED PLUG A182-F304/304L SS,0.5,0
96,0,,,.75" x .5" CWR A403-WP316/316L SS WELDED S/40s BORE DUAL GRADE,.75",.5",CWR A403-WP316/316L SS WELDED S/40s BORE DUAL GRADE,0.75,0.5
97,0,,,.75" .049 WALL TP316 WLD OR SMLS AUSTENTIC TUBING A269,.75",,.049 WALL TP316 WLD OR SMLS AUSTENTIC TUBING A269,0.75,0
98,0,,,.75" -1 OUNCE-2A x 4.25" LONG A193-B7 STUD W/2 HH A-194-2H NUTS,.75",,-1 OUNCE-2A x 4.25" LONG A193-B7 STUD W/2 HH A-194-2H NUTS,0.75,0
99,0,,,.75" -1 OUNCE-2A x 5" LONG A193-B7 STUD W/2 HH A-194-2H NUTS,.75",,-1 OUNCE-2A x 5" LONG A193-B7 STUD W/2 HH A-194-2H NUTS,0.75,0
100,0,,,.75" 150# RF BLIND A105 CS,.75",,150# RF BLIND A105 CS,0.75,0
101,0,,,.75" 150# RF BLIND FLANGE A105 CS ,.75",,150# RF BLIND FLANGE A105 CS,0.75,0
102,0,,,.75" 150# RF BLIND FLANGE A182-F304/304L SS,.75",,150# RF BLIND FLANGE A182-F304/304L SS,0.75,0
103,0,,,.75" 150# RF BLIND FLANGE A182-F316/316L SS,.75",,150# RF BLIND FLANGE A182-F316/316L SS,0.75,0
104,0,,,.75" 150# RF LOK-RING FLANGE CS  (MAS-3000-FLNG150-P12),.75",,150# RF LOK-RING FLANGE CS  (MAS-3000-FLNG150-P12),0.75,0
105,0,,,.75" 150# RF THRD FLANGE A105 CS ,.75",,150# RF THRD FLANGE A105 CS,0.75,0
106,0,,,.75" 150# RF THRD FLANGE A182-F316/316L SS  "D M",.75",,150# RF THRD FLANGE A182-F316/316L SS  "D M",0.75,0
107,0,,,.75" 150# RFSW FLANGE A105 CS S/160 BORE,.75",,150# RFSW FLANGE A105 CS S/160 BORE,0.75,0
108,0,,,.75" 150# RFSW FLANGE A105 CS S/80 BORE,.75",,150# RFSW FLANGE A105 CS S/80 BORE,0.75,0
109,0,,,.75" 150# RFSW FLANGE A105 CS S/XS BORE,.75",,150# RFSW FLANGE A105 CS S/XS BORE,0.75,0
110,0,,,.75" 150# RFSW FLANGE A105 CS S/XXS BORE,.75",,150# RFSW FLANGE A105 CS S/XXS BORE,0.75,0
111,0,,,.75" 150# RFSW FLANGE A105 KILLED CS S/160 BORE,.75",,150# RFSW FLANGE A105 KILLED CS S/160 BORE,0.75,0
112,0,,,.75" 150# RFSW FLANGE A181 CS S/160 BORE,.75",,150# RFSW FLANGE A181 CS S/160 BORE,0.75,0
113,0,,,.75" 150# RFSW FLANGE A182-F304/304L SS S/80s BORE,.75",,150# RFSW FLANGE A182-F304/304L SS S/80s BORE,0.75,0
114,0,,,.75" 150# RFWN FLANGE A105 CS S/XS BORE,.75",,150# RFWN FLANGE A105 CS S/XS BORE,0.75,0
115,0,,,.75" 150# RFWN FLANGE A182-F304/304L S/40s DUAL MARKED,.75",,150# RFWN FLANGE A182-F304/304L S/40s DUAL MARKED,0.75,0
116,0,,,.75" 150# RFWN FLANGE A182-F304/304L SS S/40s BORE,.75",,150# RFWN FLANGE A182-F304/304L SS S/40s BORE,0.75,0
117,0,,,.75" 150# RFWN FLANGE A182-F316/316L SS S/10s  "D M",.75",,150# RFWN FLANGE A182-F316/316L SS S/10s  "D M",0.75,0
118,0,,,.75" 150# RFWN FLANGE A182-F316/316L SS S/10s BORE,.75",,150# RFWN FLANGE A182-F316/316L SS S/10s BORE,0.75,0
119,0,,,.75" 150# THRD 45D ELL A197-MI GALVANIZED,.75",,150# THRD 45D ELL A197-MI GALVANIZED,0.75,0
120,0,,,.75" 150# THRD 45D ELL A197-MI GALVANIZED  300#,.75",,150# THRD 45D ELL A197-MI GALVANIZED  300#,0.75,0
121,0,,,.75" 150# THRD 90D ELL A123/A153 GALVANIZED MI,.75",,150# THRD 90D ELL A123/A153 GALVANIZED MI,0.75,0
122,0,,,.75" 150# THRD 90D ELL A197-MI BLACK,.75",,150# THRD 90D ELL A197-MI BLACK,0.75,0
123,0,,,.75" 150# THRD 90D ELL A197-MI GALVANIZED,.75",,150# THRD 90D ELL A197-MI GALVANIZED,0.75,0
124,0,,,.75" 150# THRD 90D ELL A197-MI GALVANIZED 300#,.75",,150# THRD 90D ELL A197-MI GALVANIZED 300#,0.75,0
125,0,,,.75" 150# THRD COUPLING A197-MI GALVANIZED,.75",,150# THRD COUPLING A197-MI GALVANIZED,0.75,0
126,0,,,.75" 150# THRD COUPLING A197-MI GALVANIZED  300#,.75",,150# THRD COUPLING A197-MI GALVANIZED  300#,0.75,0
127,0,,,.75" 150# THRD FLANGE A105 CS GALVANIZED  ,.75",,150# THRD FLANGE A105 CS GALVANIZED,0.75,0
128,0,,,.75" 150# THRD TEE A197-MI GALVANIZED,.75",,150# THRD TEE A197-MI GALVANIZED,0.75,0
129,0,,,.75" 150# THRD TEE A197-MI GALVANIZED  300#,.75",,150# THRD TEE A197-MI GALVANIZED  300#,0.75,0
130,0,,,.75" 1500# RFSW FLANGE A182-F316/316L SS S/80s BORE DUAL STAMPED,.75",,1500# RFSW FLANGE A182-F316/316L SS S/80s BORE DUAL STAMPED,0.75,0
131,0,,,.75" 1500# SWxTHRD GATE VALVE ,.75",,1500# SWxTHRD GATE VALVE,0.75,0
132,0,,,.75" 1500#RFSW FLANGE A105 CS S/XS BORE,.75",,1500#RFSW FLANGE A105 CS S/XS BORE,0.75,0
133,0,,,.75" 300# RF BLIND 316/316L SS,.75",,300# RF BLIND 316/316L SS,0.75,0
134,0,,,.75" 300# RF BLIND A105 CS,.75",,300# RF BLIND A105 CS,0.75,0
135,0,,,.75" 300# RF BLIND A182-F317L SS,.75",,300# RF BLIND A182-F317L SS,0.75,0
136,0,,,.75" 300# RF BLIND FLANGE A105 CS,.75",,300# RF BLIND FLANGE A105 CS,0.75,0
137,0,,,.75" 300# RF BLIND FLANGE A105N CS,.75",,300# RF BLIND FLANGE A105N CS,0.75,0
138,0,,,.75" 300# RF GSKT FLEXITALLIC W/316SS INNER & OUTER RINGS,.75",,300# RF GSKT FLEXITALLIC W/316SS INNER & OUTER RINGS,0.75,0
139,0,,,.75" 300# RFSW FLANGE A105 CS S/160 BORE,.75",,300# RFSW FLANGE A105 CS S/160 BORE,0.75,0
140,0,,,.75" 300# RFSW FLANGE A105 CS S/XS BORE,.75",,300# RFSW FLANGE A105 CS S/XS BORE,0.75,0
141,0,,,.75" 300# RFSW FLANGE A105 CS S/XXS BORE,.75",,300# RFSW FLANGE A105 CS S/XXS BORE,0.75,0
142,0,,,.75" 300# RFSW FLANGE A105N CS S/160 BORE,.75",,300# RFSW FLANGE A105N CS S/160 BORE,0.75,0
143,0,,,.75" 300# RFSW FLANGE A182-F304/304L SS S/40s BORE,.75",,300# RFSW FLANGE A182-F304/304L SS S/40s BORE,0.75,0
144,0,,,.75" 300# RFSW FLANGE A182-F317L SS S/160 BORE,.75",,300# RFSW FLANGE A182-F317L SS S/160 BORE,0.75,0
145,0,,,.75" 300# RFSW FLANGE A350-LF2-CLASS1 S/XS BORE LTCS,.75",,300# RFSW FLANGE A350-LF2-CLASS1 S/XS BORE LTCS,0.75,0
146,0,,,.75" 300# RFSW FLANGES A105 CS S/160 BORE,.75",,300# RFSW FLANGES A105 CS S/160 BORE,0.75,0
147,0,,,.75" 300# RFWN FLANGE 316/316L SS S/80 BORE,.75",,300# RFWN FLANGE 316/316L SS S/80 BORE,0.75,0
148,0,,,.75" 300# RFWN FLANGE A105 CS S/40 BORE,.75",,300# RFWN FLANGE A105 CS S/40 BORE,0.75,0
149,0,,,.75" 300# RFWN FLANGE A105 CS S/80 BORE,.75",,300# RFWN FLANGE A105 CS S/80 BORE,0.75,0
150,0,,,.75" 3000# SW 45D ELL A105 CS,.75",,3000# SW 45D ELL A105 CS,0.75,0
151,0,,,.75" 3000# SW 90D ELL A105 CS,.75",,3000# SW 90D ELL A105 CS,0.75,0
152,0,,,.75" 3000# SW 90D ELL A182-F304/304L SS,.75",,3000# SW 90D ELL A182-F304/304L SS,0.75,0
153,0,,,.75" 3000# SW 90D ELL A182-F304/304L SS (CRYOGENIC SERVICE),.75",,3000# SW 90D ELL A182-F304/304L SS (CRYOGENIC SERVICE),0.75,0
154,0,,,.75" 3000# SW 90D ELL A182-F316/316L SS DUAL STAMPED,.75",,3000# SW 90D ELL A182-F316/316L SS DUAL STAMPED,0.75,0
155,0,,,.75" 3000# SW 90D ELL A350-LF2-LTCS,.75",,3000# SW 90D ELL A350-LF2-LTCS,0.75,0
156,0,,,.75" 3000# SW 90D ELL ALLOY C275/B462/UNS-N10276,.75",,3000# SW 90D ELL ALLOY C275/B462/UNS-N10276,0.75,0
157,0,,,.75" 3000# SW COUPLING A105 CS ,.75",,3000# SW COUPLING A105 CS,0.75,0
158,0,,,.75" 3000# SW FULL COUPLING A105 CS ,.75",,3000# SW FULL COUPLING A105 CS,0.75,0
159,0,,,.75" 3000# SW FULL COUPLINGS A105 CS,.75",,3000# SW FULL COUPLINGS A105 CS,0.75,0
160,0,,,.75" 3000# SW QUICKLEG 90D ELL A105 CS,.75",,3000# SW QUICKLEG 90D ELL A105 CS,0.75,0
161,0,,,.75" 3000# SW TEE  A105 CS,.75",,3000# SW TEE  A105 CS,0.75,0
162,0,,,.75" 3000# SW TEE A105 CS,.75",,3000# SW TEE A105 CS,0.75,0
163,0,,,.75" 3000# SW TEE A182-F304/304L SS,.75",,3000# SW TEE A182-F304/304L SS,0.75,0
164,0,,,.75" 3000# SW TEE A182-F316/316L SS DUAL STAMPED,.75",,3000# SW TEE A182-F316/316L SS DUAL STAMPED,0.75,0
165,0,,,.75" 3000# SW UNION A105 CS ,.75",,3000# SW UNION A105 CS,0.75,0
166,0,,,.75" 3000# THRD 90D ELL A105 CS,.75",,3000# THRD 90D ELL A105 CS,0.75,0
167,0,,,.75" 3000# THRD 90D ELL A105 GALVANIZED CS,.75",,3000# THRD 90D ELL A105 GALVANIZED CS,0.75,0
168,0,,,.75" 3000# THRD CAP A182-F304/304L SS (CRYOGENIC SERVICE),.75",,3000# THRD CAP A182-F304/304L SS (CRYOGENIC SERVICE),0.75,0
169,0,,,.75" 3000# THRD COUPLING A105 GALVANIZED CS,.75",,3000# THRD COUPLING A105 GALVANIZED CS,0.75,0
170,0,,,.75" 3000# THRD TEE A105 CS ,.75",,3000# THRD TEE A105 CS,0.75,0
171,0,,,.75" 3000# THRD UNION A105 CS ,.75",,3000# THRD UNION A105 CS,0.75,0
172,0,,,.75" 3000# THRD UNION A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED) ,.75",,3000# THRD UNION A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED),0.75,0
173,0,,,.75" 45D ELL A403-WP316/316L SS WELDED S/40s BORE DUAL GRADE,.75",,45D ELL A403-WP316/316L SS WELDED S/40s BORE DUAL GRADE,0.75,0
174,0,,,.75" 600# RFWN FLANGE SA105N CS S/80 BORE,.75",,600# RFWN FLANGE SA105N CS S/80 BORE,0.75,0
175,0,,,.75" 6000 SW 90D ELL A105 CS,.75",,6000 SW 90D ELL A105 CS,0.75,0
176,0,,,.75" 6000 SW TEE A105 CS,.75",,6000 SW TEE A105 CS,0.75,0
177,0,,,.75" 6000# SW 45D ELL A105 CS,.75",,6000# SW 45D ELL A105 CS,0.75,0
178,0,,,.75" 6000# SW 90D ELL A105 CS ,.75",,6000# SW 90D ELL A105 CS,0.75,0
179,0,,,.75" 6000# SW COUPLING A105 CS,.75",,6000# SW COUPLING A105 CS,0.75,0
180,0,,,.75" 6000# SW TEE A105 CS ,.75",,6000# SW TEE A105 CS,0.75,0
181,0,,,.75" 6000# SW TEE A181 CS,.75",,6000# SW TEE A181 CS,0.75,0
182,0,,,.75" 6000# SW UNION A105 CS ,.75",,6000# SW UNION A105 CS,0.75,0
183,0,,,.75" 6000# THRD CAP A105 CS,.75",,6000# THRD CAP A105 CS,0.75,0
184,0,,,.75" 6000# THRD COUPLING A105 CS,.75",,6000# THRD COUPLING A105 CS,0.75,0
185,0,,,.75" 800# MSWxFNPT CS GATE VALVE,.75",,800# MSWxFNPT CS GATE VALVE,0.75,0
186,0,,,.75" 800# SWxTHRD GATE VALVE,.75",,800# SWxTHRD GATE VALVE,0.75,0
187,0,,,.75" 800#, SW, GATE VALVE, CS,.75",,800#, SW, GATE VALVE, CS,0.75,0
188,0,,,.75" 90� ELL FEMALE CPI 316SS  PARKER PART # 12-12-EBZ-SS,.75",,90� ELL FEMALE CPI 316SS  PARKER PART # 12-12-EBZ-SS,0.75,0
189,0,,,.75" 9000# SW 90D ELL A105 CS,.75",,9000# SW 90D ELL A105 CS,0.75,0
190,0,,,.75" 9000# SW TEE A105 CS,.75",,9000# SW TEE A105 CS,0.75,0
191,0,,,.75" A106B SMLS CS PIPE S/40 BORE,.75",,A106B SMLS CS PIPE S/40 BORE,0.75,0
192,0,,,.75" ANGLE SUPPORT "STRAIGHT" TYPE "A" SHAPE (L = 9.5"),.75",,ANGLE SUPPORT "STRAIGHT" TYPE "A" SHAPE (L = 9.5"),0.75,0
